Frame,Box_leftX,Box_Uppery,Box_RightX,Box_LowerY
1207,1120,687,1219,727
1208,1123,687,1222,727
1209,1127,688,1225,727
1210,1130,690,1228,726
1211,1134,690,1231,726
1212,1136,690,1234,726
1213,1139,688,1238,730
1214,1143,683,1242,733
1215,1148,679,1247,735
1216,1153,677,1252,735
1217,1159,678,1259,732
1218,1165,681,1265,728
1219,1173,684,1272,721
1220,1180,684,1280,719
1221,1187,681,1289,720
1222,1194,677,1297,721
1223,1201,675,1305,721
1224,1208,674,1312,719
1225,1215,674,1320,717
1226,1222,674,1327,715
1227,1228,674,1334,714
1228,1234,674,1340,714
1229,1240,673,1347,715
1230,1245,672,1354,716
1231,1250,671,1360,717
1232,1255,670,1365,718
1233,1259,670,1370,717
1234,1263,670,1374,716
1235,1266,671,1378,715
1236,1269,671,1381,714
1237,1271,671,1384,713
1238,1274,671,1386,713
1239,1276,670,1388,713
1240,1277,669,1390,713
1241,1278,668,1391,715
1242,1279,666,1393,716
1243,1280,664,1393,718
1244,1280,662,1394,720
1245,1280,662,1394,720
1246,1279,662,1393,719
1247,1278,664,1392,717
1248,1276,666,1390,714
1249,1275,668,1388,711
1250,1273,669,1386,710
1251,1271,668,1384,709
1252,1269,668,1382,710
1253,1266,666,1380,711
1254,1264,666,1378,712
1255,1262,665,1375,712
1256,1259,666,1373,711
1257,1257,666,1370,710
1258,1254,667,1367,709
1259,1251,667,1364,708
1260,1248,667,1361,708
1261,1245,667,1358,708
1262,1243,667,1355,708
1263,1240,667,1352,708
1264,1237,667,1349,708
1265,1234,667,1345,709
1266,1231,668,1342,709
1267,1228,668,1339,709
1268,1225,669,1336,710
1269,1221,670,1333,711
1270,1218,671,1329,712
1271,1215,673,1326,714
1272,1212,674,1323,716
1273,1209,677,1320,718
1274,1206,680,1316,721
1275,1203,683,1313,724
1276,1200,688,1310,728
1277,1197,693,1307,732
1278,1193,698,1303,738
1279,1190,704,1300,744
1280,1187,710,1297,750
1281,1184,717,1294,757
1282,1180,724,1291,764
1283,1177,731,1287,771
1284,1174,737,1284,777
1285,1170,744,1280,783
1286,1167,752,1276,787
1287,1163,756,1271,791
1288,1160,760,1267,796
1289,1156,762,1263,801
1290,1153,764,1260,803
1291,1150,766,1256,803
1292,1147,766,1253,802
1293,1144,766,1251,801
1294,1142,765,1248,799
1295,1139,762,1245,798
1296,1137,759,1243,796
1297,1135,756,1240,794
1298,1133,754,1238,791
1299,1131,752,1237,788
1300,1129,750,1236,786
1301,1127,747,1234,786
1302,1125,745,1233,786
1303,1123,743,1231,785
1304,1121,743,1229,784
1305,1119,743,1227,784
1306,1116,743,1225,783
1307,1114,744,1222,783
1308,1112,744,1220,783
1309,1109,744,1217,784
1310,1107,744,1215,784
1311,1104,745,1212,785
1312,1101,745,1209,785
1313,1099,746,1206,786
1314,1096,747,1203,787
1315,1093,749,1200,788
1316,1090,751,1197,789
1317,1087,754,1194,790
1318,1084,756,1191,791
1319,1081,757,1187,793
1320,1078,758,1184,795
1321,1075,759,1181,797
1322,1073,759,1179,798
1323,1070,759,1176,798
1324,1068,759,1174,797
1325,1066,758,1172,795
1326,1064,758,1170,794
1327,1062,757,1169,794
1328,1060,756,1167,794
1329,1058,755,1165,794
1330,1055,754,1163,794
1331,1053,754,1161,794
1332,1051,754,1159,794
1333,1049,754,1157,794
1334,1047,754,1154,794
1335,1044,754,1152,794
1336,1042,754,1149,794
1337,1039,755,1147,795
1338,1037,755,1144,795
1339,1034,756,1141,796
1340,1031,756,1138,797
1341,1028,757,1135,797
1342,1025,758,1132,798
1343,1022,758,1129,799
1344,1019,759,1126,799
1345,1016,760,1122,800
1346,1013,760,1119,800
1347,1010,761,1115,801
1348,1007,762,1112,801
1349,1003,763,1108,802
1350,1000,764,1104,804
1351,996,766,1101,805
1352,993,767,1097,807
1353,989,768,1093,809
1354,985,770,1089,810
1355,981,772,1085,811
1356,978,774,1081,811
1357,973,774,1076,811
1358,968,772,1073,814
1359,964,768,1070,816
1360,961,762,1068,816
1361,959,756,1066,817
1362,958,750,1065,818
1363,956,746,1065,819
1364,956,743,1065,819
1365,957,743,1066,817
1366,958,745,1066,814
1367,960,748,1067,810
1368,963,752,1069,806
1369,965,757,1071,802
1370,968,759,1073,800
1371,970,760,1075,800
1372,972,760,1077,800
1373,974,761,1079,800
1374,976,761,1080,801
1375,978,762,1082,802
1376,979,764,1083,804
1377,981,766,1084,806
1378,982,768,1086,808
1379,984,771,1087,810
1380,985,773,1088,813
1381,986,776,1088,815
1382,987,778,1089,818
1383,987,781,1089,819
1384,988,784,1090,819
1385,989,785,1090,821
1386,989,784,1090,824
1387,990,781,1091,827
1388,991,780,1093,828
1389,992,779,1094,828
1390,994,779,1095,826
1391,996,781,1097,823
1392,998,783,1099,820
1393,1001,783,1101,818
1394,1003,782,1103,818
1395,1005,781,1106,819
1396,1007,781,1108,819
1397,1008,781,1110,819
1398,1010,781,1112,819
1399,1012,781,1114,819
1400,1014,781,1115,820
1401,1015,782,1117,821
1402,1016,783,1118,822
1403,1018,784,1120,823
1404,1019,786,1121,824
1405,1020,788,1122,826
1406,1021,790,1123,828
1407,1022,793,1124,830
1408,1023,795,1125,833
1409,1023,798,1126,835
1410,1024,801,1126,838
1411,1024,803,1127,840
1412,1025,806,1127,843
1413,1025,808,1128,845
1414,1025,810,1128,847
1415,1025,812,1128,849
1416,1025,814,1128,850
1417,1025,815,1128,851
1418,1025,816,1127,852
1419,1025,818,1127,854
1420,1024,820,1127,855
1421,1024,822,1126,857
1422,1024,825,1125,859
1423,1023,828,1125,862
1424,1023,832,1124,867
1425,1022,837,1124,871
1426,1022,843,1123,877
1427,1021,849,1123,883
1428,1020,855,1122,890
1429,1019,862,1121,897
1430,1018,870,1121,904
1431,1017,877,1120,912
1432,1016,883,1119,921
1433,1015,887,1118,928
1434,1015,890,1117,932
1435,1015,891,1116,934
1436,1015,886,1117,938
1437,1015,881,1118,938
1438,1016,879,1120,936
1439,1018,879,1121,933
1440,1020,882,1122,928
1441,1022,886,1124,924
1442,1023,887,1127,925
1443,1024,886,1129,926
1444,1025,885,1130,927
1445,1027,885,1132,926
1446,1028,885,1132,925
1447,1028,884,1133,923
1448,1029,883,1133,922
1449,1030,883,1134,920
1450,1030,883,1134,919
1451,1030,884,1133,920
1452,1030,887,1133,922
1453,1030,889,1133,927
1454,1031,891,1134,930
1455,1033,891,1134,934
1456,1034,889,1136,938
1457,1035,887,1139,940
1458,1037,887,1141,940
1459,1040,890,1144,938
1460,1043,894,1147,935
1461,1044,895,1150,935
1462,1046,895,1153,935
1463,1048,895,1155,935
1464,1050,895,1158,934
1465,1052,894,1160,932
1466,1054,894,1161,931
1467,1055,893,1163,931
1468,1056,891,1165,930
1469,1058,890,1167,929
1470,1059,890,1168,928
1471,1060,889,1169,927
1472,1060,888,1170,927
1473,1061,887,1171,926
1474,1062,886,1172,925
1475,1062,885,1173,925
1476,1063,884,1174,924
1477,1063,884,1174,923
1478,1063,884,1174,923
1479,1063,885,1174,922
1480,1063,886,1174,923
1481,1063,888,1174,927
1482,1063,889,1175,931
1483,1064,891,1175,935
1484,1065,894,1176,937
1485,1066,892,1176,940
1486,1067,890,1177,942
1487,1068,890,1178,943
1488,1069,892,1177,942
1489,1069,894,1177,940
1490,1069,896,1176,939
1491,1069,898,1176,938
1492,1069,898,1176,939
1493,1068,898,1175,939
1494,1068,897,1175,939
1495,1068,897,1175,939
1496,1068,897,1175,939
1497,1068,897,1175,939
1498,1068,897,1175,939
1499,1068,897,1175,939
1500,1068,897,1175,939
1501,1068,897,1175,939
1502,1068,897,1175,939
1503,1068,897,1175,939
1504,1068,897,1175,939
1505,1068,897,1175,939
1506,1068,897,1175,939
1507,1068,897,1175,939
1508,1068,897,1175,939
1509,1068,897,1175,939
1510,1068,897,1175,939
1511,1068,897,1175,939
1512,1068,897,1175,939
1513,1068,897,1175,939
