Frame,Box_leftX,Box_Uppery,Box_RightX,Box_LowerY
1350,724,673,832,715
1351,724,674,832,716
1352,724,676,833,717
1353,724,677,833,719
1354,724,679,833,720
1355,724,681,834,721
1356,723,681,834,721
1357,723,679,835,724
1358,722,674,836,726
1359,723,669,836,728
1360,724,665,837,728
1361,725,661,837,727
1362,727,655,838,729
1363,728,650,840,730
1364,728,647,841,729
1365,728,647,841,727
1366,728,649,840,724
1367,728,653,839,721
1368,727,657,837,716
1369,727,661,835,713
1370,725,665,832,710
1371,723,667,830,708
1372,720,668,828,708
1373,718,668,826,709
1374,716,669,824,709
1375,713,670,822,711
1376,711,671,820,712
1377,709,674,818,714
1378,706,676,816,716
1379,704,679,814,719
1380,701,682,811,721
1381,699,685,809,724
1382,696,687,807,726
1383,693,689,805,728
1384,690,691,803,730
1385,687,689,801,733
1386,685,686,799,736
1387,683,684,798,739
1388,681,682,797,740
1389,680,681,796,740
1390,680,682,795,738
1391,680,684,795,736
1392,681,686,795,733
1393,682,689,795,730
1394,683,690,795,729
1395,684,690,795,729
1396,685,690,796,729
1397,685,690,796,729
1398,686,691,797,729
1399,686,691,797,730
1400,687,692,797,730
1401,687,692,797,731
1402,687,694,797,732
1403,687,695,797,733
1404,687,697,797,735
1405,687,699,797,737
1406,687,701,797,739
1407,686,704,796,741
1408,686,706,796,743
1409,685,709,796,746
1410,685,712,795,749
1411,684,715,795,751
1412,684,718,794,754
1413,683,720,793,757
1414,682,722,792,759
1415,681,724,792,761
1416,680,726,791,762
1417,679,727,790,764
1418,678,728,789,765
1419,677,730,788,766
1420,675,731,787,768
1421,674,733,786,770
1422,673,736,784,773
1423,671,739,783,776
1424,670,744,782,780
1425,668,749,780,785
1426,666,755,779,791
1427,664,761,778,798
1428,663,767,776,805
1429,661,774,774,813
1430,659,781,772,822
1431,657,788,770,830
1432,654,795,769,839
1433,652,801,767,845
1434,650,805,766,849
1435,649,807,766,849
1436,648,803,766,847
1437,649,798,767,848
1438,650,795,767,846
1439,652,796,768,842
1440,653,799,769,838
1441,655,801,770,839
1442,657,798,771,843
1443,659,796,772,846
1444,660,796,773,846
1445,661,796,774,845
1446,662,796,774,843
1447,662,795,774,841
1448,662,794,775,839
1449,663,794,775,838
1450,662,794,775,837
1451,662,795,774,838
1452,661,797,774,841
1453,660,801,774,843
1454,660,805,775,845
1455,660,807,777,847
1456,662,805,779,846
1457,665,803,781,847
1458,668,804,783,847
1459,672,807,786,844
1460,676,809,788,846
1461,680,806,791,850
1462,683,804,794,851
1463,686,803,796,851
1464,688,803,798,850
1465,691,803,800,848
1466,693,802,802,847
1467,695,801,803,845
1468,697,800,805,844
1469,699,799,806,843
1470,700,798,807,842
1471,702,797,808,841
1472,703,797,809,840
1473,704,796,810,839
1474,705,795,810,838
1475,705,794,811,838
1476,706,793,811,837
1477,706,793,811,836
1478,707,793,811,835
1479,707,793,811,835
1480,707,795,811,836
1481,706,797,811,838
1482,706,801,811,841
1483,706,803,811,845
1484,705,805,812,846
1485,705,806,812,845
1486,705,804,813,844
1487,705,804,813,845
1488,705,806,813,844
1489,704,809,813,845
1490,704,809,813,847
1491,704,809,813,847
1492,703,810,813,847
1493,703,810,812,847
1494,703,810,812,847
1495,703,810,812,847
1496,703,810,812,847
1497,703,810,812,847
1498,703,810,812,847
1499,703,810,812,847
1500,703,810,812,847
1501,703,810,812,847
1502,703,810,812,847
1503,703,810,812,847
1504,703,810,812,847
1505,703,810,812,847
1506,703,810,812,847
1507,703,810,812,847
1508,703,810,812,847
1509,703,810,812,847
1510,703,810,812,847
1511,703,810,812,847
1512,703,810,812,847
1513,703,810,812,847
